sujeto,relacion,objeto
1880000148,esta_escrito_en,English
9785904577063,esta_escrito_en,RUS
9781592320127,esta_escrito_en,English
9780971201989,esta_escrito_en,English
9781592320127,esta_escrito_en,English
9781087931241,esta_escrito_en,English
0971201986,esta_escrito_en,English
9781936182091,esta_escrito_en,English
9781936182275,esta_escrito_en,English
9781936182107,esta_escrito_en,English
9781936182008,esta_escrito_en,English
9781936182084,esta_escrito_en,English
9780980139440,esta_escrito_en,English
9781402163661,esta_escrito_en,English
0156659751,esta_escrito_en,English
034057965X,esta_escrito_en,English
034055553X,esta_escrito_en,English
0688090214,esta_escrito_en,English
0688090214,esta_escrito_en,English
080186271X,esta_escrito_en,English
9781135842215,esta_escrito_en,English
9781135842260,esta_escrito_en,English
9781135842253,esta_escrito_en,English
9781135842239,esta_escrito_en,English
9780415845519,esta_escrito_en,English
9780415996822,esta_escrito_en,English
9781466844452,esta_escrito_en,English
9780374720858,esta_escrito_en,English
0865475016,esta_escrito_en,English
9780865476707,esta_escrito_en,English
9780865475014,esta_escrito_en,English
0838309844,esta_escrito_en,English
0841432238,esta_escrito_en,English
0841439168,esta_escrito_en,English
0849207142,esta_escrito_en,English
0848206746,esta_escrito_en,English
9781406919394,esta_escrito_en,English
9781441621405,esta_escrito_en,English
9780816683376,esta_escrito_en,English
9781435605770,esta_escrito_en,English
0816618488,esta_escrito_en,English
9781438429823,esta_escrito_en,English
9780385490368,esta_escrito_en,English
9780385490351,esta_escrito_en,English
9780813542911,esta_escrito_en,English
9781883332228,esta_escrito_en,English
0385490356,esta_escrito_en,English
9781847651938,esta_escrito_en,English
9781416540427,esta_escrito_en,English
9781416540427,esta_escrito_en,English
9781135314132,esta_escrito_en,English
9781280376818,esta_escrito_en,English
9781135314187,esta_escrito_en,English
9781135314170,esta_escrito_en,English
9781135314156,esta_escrito_en,English
1884964206,esta_escrito_en,English
9780061433269,esta_escrito_en,English
0786206306,esta_escrito_en,English
0060172916,esta_escrito_en,English
9780061433269,esta_escrito_en,English
0060927569,esta_escrito_en,English
9782902406821,esta_escrito_en,English
9789198324365,esta_escrito_en,English
0500284385,esta_escrito_en,UND
9780500284384,esta_escrito_en,English
0500284385,esta_escrito_en,English
9780061766466,esta_escrito_en,English
9780061766473,esta_escrito_en,English
9780061766497,esta_escrito_en,English
9780061766480,esta_escrito_en,English
9780061972911,esta_escrito_en,English
9780060825188,esta_escrito_en,English
9781453238363,esta_escrito_en,English
9781453243671,esta_escrito_en,English
9781453243749,esta_escrito_en,English
9780805211023,esta_escrito_en,English
9780786224364,esta_escrito_en,English
0805241612,esta_escrito_en,English
9780865476974,esta_escrito_en,English
0747519986,esta_escrito_en,English
0786205431,esta_escrito_en,English
0140255842,esta_escrito_en,English
0749396520,esta_escrito_en,English
9780805047004,esta_escrito_en,English
0805016732,esta_escrito_en,English
9781013522130,esta_escrito_en,English
9780618432448,esta_escrito_en,English
0395712785,esta_escrito_en,English
0395712785,esta_escrito_en,English
9780606303385,esta_escrito_en,English
9781417717514,esta_escrito_en,English
9780395712788,esta_escrito_en,English
9780307555854,esta_escrito_en,English
9780701166656,esta_escrito_en,English
9780375400049,esta_escrito_en,English
9780099763512,esta_escrito_en,English
9780739354094,esta_escrito_en,English
9780375400049,esta_escrito_en,English
0306714027,esta_escrito_en,English
0837118123,esta_escrito_en,English
0837118123,esta_escrito_en,English
9781497685451,esta_escrito_en,English
9780393303391,esta_escrito_en,English
9780393317176,esta_escrito_en,English
0393014029,esta_escrito_en,English
9780393317176,esta_escrito_en,English
0816131880,esta_escrito_en,English
0395479827,esta_escrito_en,English
9780786109043,esta_escrito_en,English
9780380002573,esta_escrito_en,English
9780805073515,esta_escrito_en,English
0665710674,esta_escrito_en,English
9781280679230,esta_escrito_en,English
9781119945710,esta_escrito_en,English
9781119945703,esta_escrito_en,English
9781119941743,esta_escrito_en,English
9781119941736,esta_escrito_en,English
9780470665565,esta_escrito_en,English
9780061710278,esta_escrito_en,English
9780061710339,esta_escrito_en,English
9781429991377,esta_escrito_en,English
9780385664127,esta_escrito_en,English
9780525172758,esta_escrito_en,English
044822061X,esta_escrito_en,English
9780517029480,esta_escrito_en,English
9785557020435,esta_escrito_en,English
9780553351507,esta_escrito_en,English
0395352975,esta_escrito_en,English
9780517115374,esta_escrito_en,English
9780781265812,esta_escrito_en,English
082630222X,esta_escrito_en,English
1569248508,esta_escrito_en,English
1569248508,esta_escrito_en,English
155778308X,esta_escrito_en,English
0156456621,esta_escrito_en,English
0704343320,esta_escrito_en,English
9780393313888,esta_escrito_en,English
9780393313888,esta_escrito_en,English
0393033465,esta_escrito_en,English
9780393033465,esta_escrito_en,English
9780809308606,esta_escrito_en,English
0809308606,esta_escrito_en,English
0809308606,esta_escrito_en,English
1567310095,esta_escrito_en,English
9780393635102,esta_escrito_en,English
9780393336306,esta_escrito_en,English
9780393339413,esta_escrito_en,English
9780306875205,esta_escrito_en,English
9780394500119,esta_escrito_en,English
0394500113,esta_escrito_en,English
0306812223,esta_escrito_en,English
0394300113,esta_escrito_en,English
0070456704,esta_escrito_en,English
9780517478554,esta_escrito_en,English
0143039539,esta_escrito_en,English
0670540161,esta_escrito_en,English
9780140150742,esta_escrito_en,English
0517478552,esta_escrito_en,English
0837118433,esta_escrito_en,English
9781480441439,esta_escrito_en,English
9781480441330,esta_escrito_en,English
9781480441200,esta_escrito_en,English
9781306630177,esta_escrito_en,English
0297787551,esta_escrito_en,English
0151678103,esta_escrito_en,English
0805771832,esta_escrito_en,English
0070188572,esta_escrito_en,English
0140044469,esta_escrito_en,English
0370006429,esta_escrito_en,English
0425030431,esta_escrito_en,English
0394489896,esta_escrito_en,English
0306808102,esta_escrito_en,English
0394489896,esta_escrito_en,English
0718114418,esta_escrito_en,English
0881843504,esta_escrito_en,English
9780879237905,esta_escrito_en,English
0879237902,esta_escrito_en,English
0684139898,esta_escrito_en,English
0436521504,esta_escrito_en,English
0811201074,esta_escrito_en,English
5475000743,esta_escrito_en,RUS
0006545408,esta_escrito_en,English
9781409090281,esta_escrito_en,English
9780099529644,esta_escrito_en,English
0224026895,esta_escrito_en,English
0224026895,esta_escrito_en,English
0099748401,esta_escrito_en,English
0671628739,esta_escrito_en,English
9780816651979,esta_escrito_en,English
0674953223,esta_escrito_en,English
9780785737599,esta_escrito_en,English
9780195041323,esta_escrito_en,English
0791023028,esta_escrito_en,English
0449902838,esta_escrito_en,English
0195041321,esta_escrito_en,English
0838317898,esta_escrito_en,English
9780837189956,esta_escrito_en,English
0837189950,esta_escrito_en,English
9780403046188,esta_escrito_en,English
9785389054851,esta_escrito_en,RUS
0520220803,esta_escrito_en,English
9780520220805,esta_escrito_en,English
0060122625,esta_escrito_en,English
9780060907532,esta_escrito_en,English
9780060907532,esta_escrito_en,English
9780766143234,esta_escrito_en,English
084826200X,esta_escrito_en,English
084147625X,esta_escrito_en,English
1578062233,esta_escrito_en,English
0306808048,esta_escrito_en,English
0385261039,esta_escrito_en,English
0394559533,esta_escrito_en,English
9781578062232,esta_escrito_en,English
0233982922,esta_escrito_en,English
0878057471,esta_escrito_en,English
9781404352780,esta_escrito_en,English
9781419168611,esta_escrito_en,English
9781425026165,esta_escrito_en,English
9781406819946,esta_escrito_en,English
9781404352797,esta_escrito_en,English
0394584988,esta_escrito_en,English
0802133916,esta_escrito_en,English
9780099449218,esta_escrito_en,English
9780099449218,esta_escrito_en,English
9780517158494,esta_escrito_en,English
0385081405,esta_escrito_en,English
9780720605303,esta_escrito_en,English
0380390736,esta_escrito_en,English
0803292031,esta_escrito_en,English
0385081405,esta_escrito_en,English
069106797,esta_escrito_en,English
0691067945,esta_escrito_en,English
0701137010,esta_escrito_en,English
0701137002,esta_escrito_en,English
5867120740,esta_escrito_en,RUS
069106797X,esta_escrito_en,English
9780826402431,esta_escrito_en,English
9781642598407,esta_escrito_en,English
9781642598742,esta_escrito_en,English
0826402321,esta_escrito_en,English
0826402321,esta_escrito_en,English
0948353015,esta_escrito_en,English
9781595585875,esta_escrito_en,English
9781595584113,esta_escrito_en,English
9781595580436,esta_escrito_en,English
9781595580436,esta_escrito_en,English
9781595580436,esta_escrito_en,English
9781400105885,esta_escrito_en,English
0674387805,esta_escrito_en,English
0404153283,esta_escrito_en,English
0060904224,esta_escrito_en,English
0405044593,esta_escrito_en,English
0299127400,esta_escrito_en,English
0405044593,esta_escrito_en,English
9780742511606,esta_escrito_en,English
0394498119,esta_escrito_en,English
9780689706813,esta_escrito_en,English
0689706812,esta_escrito_en,English
9780394498119,esta_escrito_en,English
9781480441262,esta_escrito_en,English
9781306629751,esta_escrito_en,English
9781480441484,esta_escrito_en,English
9781480441385,esta_escrito_en,English
0156447878,esta_escrito_en,English
0151448205,esta_escrito_en,English
0380408813,esta_escrito_en,English
9780380408818,esta_escrito_en,English
0395257204,esta_escrito_en,English
0395257204,esta_escrito_en,English
0233969659,esta_escrito_en,English
9780548264973,esta_escrito_en,English
0665790651,esta_escrito_en,English
9781432669249,esta_escrito_en,English
9781940450063,esta_escrito_en,English
9781306445627,esta_escrito_en,English
9781940450254,esta_escrito_en,English
9781936365814,esta_escrito_en,English
9781608195824,esta_escrito_en,English
9781620406335,esta_escrito_en,English
9781408837764,esta_escrito_en,English
9781408837863,esta_escrito_en,English
9780826274687,esta_escrito_en,English
9780826274007,esta_escrito_en,English
9780826274304,esta_escrito_en,English
9780826222411,esta_escrito_en,English
9780826221445,esta_escrito_en,English
9781496804365,esta_escrito_en,English
9781496804372,esta_escrito_en,English
9781496804389,esta_escrito_en,English
9781496804396,esta_escrito_en,English
9781496804358,esta_escrito_en,English
9781496804440,esta_escrito_en,English
9780747575221,esta_escrito_en,English
9780747582823,esta_escrito_en,English
0066213975,esta_escrito_en,English
9780060937966,esta_escrito_en,English
9780060937966,esta_escrito_en,English
3716020885,esta_escrito_en,GER
9780788165535,esta_escrito_en,English
0500278326,esta_escrito_en,English
9780945575993,esta_escrito_en,English
0945575998,esta_escrito_en,English
9781848942875,esta_escrito_en,English
9781416592365,esta_escrito_en,English
9781596062573,esta_escrito_en,English
0340617543,esta_escrito_en,English
0670852341,esta_escrito_en,English
9780452274594,esta_escrito_en,English
9780453008983,esta_escrito_en,English
9780670852345,esta_escrito_en,English
9780548418949,esta_escrito_en,English
9780548395592,esta_escrito_en,English
0405073941,esta_escrito_en,English
2903669104,esta_escrito_en,FRE
9780814787281,esta_escrito_en,English
0814711774,esta_escrito_en,English
0313208263,esta_escrito_en,English
9780892440399,esta_escrito_en,English
0374153299,esta_escrito_en,English
0140093117,esta_escrito_en,English
081319069X,esta_escrito_en,English
0917788583,esta_escrito_en,English
1593760140,esta_escrito_en,English
9780156225755,esta_escrito_en,English
0151225648,esta_escrito_en,English
0156225751,esta_escrito_en,English
0571136214,esta_escrito_en,English
0571140815,esta_escrito_en,English
9780156508506,esta_escrito_en,English
0151508852,esta_escrito_en,English
0801855845,esta_escrito_en,English
0865471495,esta_escrito_en,English
0701205636,esta_escrito_en,English
0718107241,esta_escrito_en,English
9780986448034,esta_escrito_en,English
9780930100575,esta_escrito_en,English
9780912373010,esta_escrito_en,English
0405128630,esta_escrito_en,English
9780930100568,esta_escrito_en,English
9781299903470,esta_escrito_en,English
0151641900,esta_escrito_en,English
0151641900,esta_escrito_en,English
0099883600,esta_escrito_en,English
9780156936101,esta_escrito_en,English
9780297810346,esta_escrito_en,English
0374910049,esta_escrito_en,English
0394575261,esta_escrito_en,English
9780394575261,esta_escrito_en,English
9781574232424,esta_escrito_en,English
1883642299,esta_escrito_en,English
9781883642297,esta_escrito_en,English
9781496812957,esta_escrito_en,English
9781496812964,esta_escrito_en,English
9781496812988,esta_escrito_en,English
