Obra,Relación,Tema
"Leyes, estatutos, reglamentos y otras disposiciones legales de la Universidad de San Carlos de Guatemala",tiene_como_tema,Universities and colleges -- Law and legislation -- Guatemala.
René Portocarrero,tiene_como_tema,"Portocarrero, René, 1912-  -- Catalogs."
"Manual práctico sobre licencias y algunos permisos, autorizaciones y concesiones de carácter ambiental",tiene_como_tema,Environmental permits
Diccionario etimológico comparado de nombres propios de persona,tiene_como_tema,"Names, Personal."
Cantata,tiene_como_tema,Music and literature
Los políticos y el futuro dominicano,tiene_como_tema,Dominican Republic -- Economic conditions -- 1961-
Heroismo criollo,tiene_como_tema,25 de mayo (Cruiser)
El Libro jubilar de Pedro Henríquez Ureña,tiene_como_tema,"Authors, Dominican -- 20th century -- Biography."
"Martí en España, España en Martí",tiene_como_tema,Spain
Historias de mujeres protagonistas de la independencia (1811-1814),tiene_como_tema,Feminism
"José de Diego, vida e historia",tiene_como_tema,"Diego, José de, 1866-1918 -- Manuscripts -- Facsimilies"
De diversa ralea,tiene_como_tema,Mexican literature -- Mexico -- Baja California (State) -- History and criticism.
A lo macho,tiene_como_tema,History
Huesos En El Desierto,tiene_como_tema,Sociology
"La historia de la contabilidad, vía privilegiada de aproximación a la investigación histórica",tiene_como_tema,History
"Enrique Gómez Carrillo, cronista y director de publicaciones periódicas",tiene_como_tema,Guatemalan Authors
Obras Reunidas II (Obras Reunidas),tiene_como_tema,Spanish: Adult Nonfiction
Osama Tíosam,tiene_como_tema,United States -- Politics and government -- Caricatures and cartoons.
Terrena Cruz,tiene_como_tema,"Santa Cruz, Agustín, 1908-1939."
Versos Profanos,tiene_como_tema,Poetry
"Transición y consolidación democrática, 1984-1989",tiene_como_tema,Representative government and representation -- Chile.
Las Palabras De La Tribu,tiene_como_tema,Spanish: Adult Nonfiction
El problema agrario de México y la Ley federal de reforma agraria,tiene_como_tema,Land reform -- Law and legislation -- Mexico.
Recuerdos de República Dominicana,tiene_como_tema,Postcards
Francisco de Miranda,tiene_como_tema,Fiction
Los corregidores Don Miguel Domínguez y Doña María Josefa Ortiz y el inicio de la independencia,tiene_como_tema,Genealogy
"Puaj, Tengo un Calvo en la Sopa",tiene_como_tema,Spanish fiction -- 20th century.
Caperucita roja,tiene_como_tema,Loups
Bajo el nicaragüense sol,tiene_como_tema,Interviews
Señor de los tristes,tiene_como_tema,Literary Criticism
Conspiración y república en Panamá,tiene_como_tema,Historiography
"Pedro Blanco, el negrero",tiene_como_tema,Slave trade
Delmira Agustini y el modernismo,tiene_como_tema,Literature - Classics / Criticism
Don Quijote en la escena,tiene_como_tema,"Cervantes Saavedra, Miguel de, -- 1547-1616 -- In literature"
Minucias de lenguaje,tiene_como_tema,English language
La CIA y los medios en Uruguay,tiene_como_tema,Guatemala -- Relations -- United States
Un hombre de libros,tiene_como_tema,Biography
Urdimbre de voces,tiene_como_tema,Guatemalan literature
Francisco del Rosario Sánchez,tiene_como_tema,"Sánchez, Francisco del Rosario, 1817-1861."
La obra narrativa de Carlos Montenegro,tiene_como_tema,"Montenegro, Carlos, 1900-  -- Criticism and interpretation."
No se quien soy/ I don't know who I am,tiene_como_tema,Literary Collections
Estudios sobre el experimento Acali,tiene_como_tema,"Acali (Boat) -- Addresses, essays, lectures."
Words of the true peoples,tiene_como_tema,Mexico
Paginas Escogidas,tiene_como_tema,Poetry
"Las calles de México, leyendas y sucedidos",tiene_como_tema,Legends -- Mexico -- Mexico City.
Cachorros en la zona roja,tiene_como_tema,Salvadoran literature
Domingo Del Monte y su tiempo,tiene_como_tema,"Authors, Cuban -- 19th century -- Biography."
Homenaje a Rubén Martínez Villena,tiene_como_tema,"Martínez Villena, Rubén, 1899-1934."
La región como categoría geográfica,tiene_como_tema,Human geography
"El día decisivo, 11 de septiembre de 1973",tiene_como_tema,Chile -- Politics and government -- 1970-1973.
La comida afrocubana,tiene_como_tema,Cocina cubana
L'ispanoamericanismo italiano da Milano a Milano,tiene_como_tema,Consiglio nazionale delle ricerche (Italy)
La violencia en Michoacán,tiene_como_tema,Violence -- Mexico -- Michoacán de Ocampo -- History -- 20th century.
Imágenes encantadas,tiene_como_tema,Christian art and symbolism
"Identidades, prácticas y expectativas juveniles al inicio del siglo XXI",tiene_como_tema,Social conditions
Cuatro negras,tiene_como_tema,"Horror tales, Spanish"
El Flamboyan Amarillo,tiene_como_tema,Nature & the Natural World - Trees
Interculturalidad y diversidad en la educación,tiene_como_tema,Education
La batalla de Gutiérrez Vivó,tiene_como_tema,Freedom of the press -- Mexico.
Anecdotario de mi abuelo,tiene_como_tema,"Valle, Rafael Heliodoro, -- 1891-1959 -- Anecdotes"
Despojos de sueños,tiene_como_tema,Pictorial works
México eternamente,tiene_como_tema,Historians -- Mexico.
Rubén Darío,tiene_como_tema,Reference
Como acabar con el pais (sin ayuda extanjera)/How to end the country (without foreign help),tiene_como_tema,Political Science
"Latinoamérica, encrucijada de culturas",tiene_como_tema,Identity (Psychology)
Borges y México,tiene_como_tema,"Borges, Jorge Luis, -- 1899-1986 -- Criticism and interpretation."
Poesía negra de América,tiene_como_tema,America -- Literatures.
Massaguer,tiene_como_tema,History
"Fallaste, Corazon! (Bestseller)",tiene_como_tema,1988-2000
La generación de los enterradores,tiene_como_tema,Mexican fiction -- 20th century -- History and criticism.
"Democracia, desarrollo y honradez",tiene_como_tema,Democracy
Entrada Libre / Free Entrance,tiene_como_tema,Essays
La revolucioncita mexicana,tiene_como_tema,México -- Historia -- 1910-1946 -- Caricaturas
El mito de la calabaza,tiene_como_tema,Indians of the West Indies -- Puerto Rico -- Folklore.
La Reinas De Polanco,tiene_como_tema,Political
En el barrio,tiene_como_tema,Neighborhood
"Catálogo de publicaciones, 1968-2001",tiene_como_tema,Tradición popular
Confabulario Definitivo / Definitive Confabulario,tiene_como_tema,Short Story
La reina de Santomé,tiene_como_tema,Dominican literature
Lorca en la lírica puertorriqueña,tiene_como_tema,Puerto Rican poetry -- 20th century -- History and criticism.
En este aire de América,tiene_como_tema,Spanish American poetry -- History and criticism.
Vals De Mefisto (Problemas de Mexico),tiene_como_tema,Miscellanea
Sucesos de Nueva España hasta la coronación de Iturbide,tiene_como_tema,Mexico -- History -- 19th century
Chiriquí en las páginas de su historia (1720-1920),tiene_como_tema,History
Premio Nacional de Literatura 1990,tiene_como_tema,Dominican Republic -- History -- 1844-1930 -- Fiction.
Esquisses,tiene_como_tema,Historia y crítica
A la sombra del ángel,tiene_como_tema,Fiction
"La Biblia De Internet, 2006 / The Internet Bible 2006",tiene_como_tema,Computer - Internet
Los signos de la arena,tiene_como_tema,"Mexican literature -- Mexico, North -- History and criticism."
Cultura de paz y publicidad institucional,tiene_como_tema,Mass media -- Influence.
"Toros Si, Toreros No",tiene_como_tema,General
Barcelona y Mexico en 1888 y 1889,tiene_como_tema,Mexico -- Description and travel
Senoritas de Salon (1),tiene_como_tema,Latin America - South America
La palabra como cuerpo del delito,tiene_como_tema,Translations into English
Martí y México,tiene_como_tema,"Martí, José, -- 1853-1895 -- Exile -- Mexico"
A martillo limpio,tiene_como_tema,Argentines
Cuentos contemporáneos,tiene_como_tema,"Short stories, Cuban"
México,tiene_como_tema,Populism -- Mexico -- History.
Varón de deseos,tiene_como_tema,Fiction
"Actas del Congreso Internacional ""Max Aub y el Laberinto Español""",tiene_como_tema,Criticism and interpretation
Doce en la literatura dominicana,tiene_como_tema,History and criticism
La posmodernidad y Mijail Bajtin,tiene_como_tema,"Bakhtin, M. M. -- 1895-1975."
La velada del helecho,tiene_como_tema,Spanish: Adult Fiction
"¡Santo PRI, líbranos del PAN!",tiene_como_tema,Pictorial Mexican wit and humor
Tierra de infancia,tiene_como_tema,"Lars, Claudia, -- 1899-  -- Childhood and youth."
LA Pinata Vacia (Cuentos Para Todo el Ano (Audio)) (Cuentos Para Todo El Ano / Stories the Year 'round),tiene_como_tema,Children's Audio - 4-8
El Detalle/ The Detail (Best Seller),tiene_como_tema,Short Stories (single author)
Ensayos paramédicos,tiene_como_tema,Medicine.
El retorno de lo sagrado,tiene_como_tema,Spirituality
Treinta años de mi vida,tiene_como_tema,"Gómez Carrillo, Enrique, 1873-1927."
Huesos en el desierto,tiene_como_tema,"Criminal justice, Administration of -- Mexico."
La Dirección de Trabajos Hidrográficos (1797-1908),tiene_como_tema,Catalogs
La creación interiorista,tiene_como_tema,Dominican literature -- 20th century.
De la amorosa inclinación a enredarse en cabellos,tiene_como_tema,Hair -- Erotic aspects.
La cultura y la revolución cubana,tiene_como_tema,Cuba -- Politics and government -- 1959-.
Caminando en el amor,tiene_como_tema,Catholics
La escuela exigida,tiene_como_tema,Media Studies
La Caja De Marfil/ The Ivory Box (Best Seller),tiene_como_tema,Spanish: Adult Fiction
Indalecio Prieto y el socialismo español,tiene_como_tema,Socialism -- Spain -- History.
"Pablo, imagen y leyenda",tiene_como_tema,"Torriente Brau, Pablo de la, 1901-1936."
Y se hizo el verbo,tiene_como_tema,Dominican literature
Primer catecismo en Santa Fe de Bogotá,tiene_como_tema,Catholic Church -- Colombia -- Bogotá -- History -- Sources.
Elogio de Tegucigalpa,tiene_como_tema,Tegucigalpa (Honduras) -- Literary collections.
"Juan Rulfo, fotógrafo",tiene_como_tema,"Photography, Artistic -- Exhibitions."
Flores oscuras,tiene_como_tema,Pregnancy
Heroinas mexicanas,tiene_como_tema,Mexico -- Biography
Escritoras ejerciendo la palabra,tiene_como_tema,Women in literature
Francia en Alfonso Reyes,tiene_como_tema,"Reyes, Alfonso, 1889-1959 -- Knowledge -- France."
La voragine (Sepan Cuantos),tiene_como_tema,Literature & Fiction
Sobre la vida y obra de Paulino Masip,tiene_como_tema,"Authors, Mexican -- 20th century -- Biography."
Oficio de pintor,tiene_como_tema,"Art, Modern."
El municipio,tiene_como_tema,Municipal corporations -- Colombia.
"El quinto, el llamador, tambores de rumba, el taburete, tambores de las coparsas carabalíes",tiene_como_tema,Percussion instruments -- Cuba.
Tonelhuayo uan totlahtoltzin,tiene_como_tema,Nahuas
Literatura hispanoamericana,tiene_como_tema,Spanish American literature.
A caballo entre milenios,tiene_como_tema,Fiction - General
Iluminaciones naturales y revestimientos cromáticos,tiene_como_tema,Church decoration and ornament
Hostos como conciencia latinoamericana,tiene_como_tema,Civilization
La educación superior y los desafíos del siglo XXI,tiene_como_tema,Aims and objectives
Exposición nacional José Clemente Orozco,tiene_como_tema,"Orozco, José Clemente, 1883-1949"
Sujeto y crisis de la educación,tiene_como_tema,Education
LA Pinata Vacia (Cuentos Para Todo El Ano),tiene_como_tema,General
"Catálogo de publicaciones, 1968-2001",tiene_como_tema,Catalogs
Memoria del paisaje,tiene_como_tema,Photography
Luis Bun uel,tiene_como_tema,"Bun uel, Luis, -- 1900-1983."
Jarvis levantado en la memoria,tiene_como_tema,Social conditions
Shiki Nagaoka,tiene_como_tema,Romance - Contemporary
"El Genero Programatico Aleman,1900-1914 (Europaische Hochschulschriften Reihe I, Deutsche Sprache Und Literatur)",tiene_como_tema,European - German
Etnias de Nayarit,tiene_como_tema,Nayarit (Mexico) -- Economic conditions.
La gran estafa,tiene_como_tema,"Spain -- History -- Civil War, 1936-1939 -- Economic aspects."
Gran atlas McMinn de anatomía humana,tiene_como_tema,Anatomia humana
Antología de prosistas guatemaltecos,tiene_como_tema,Guatemalan literature.
Gobernantes de Nuevo León,tiene_como_tema,Nuevo León (Mexico : State) -- Politics and government -- Chronology.
Gonzalo Rojas,tiene_como_tema,Chilean Poets
Cantos de vida y esperanza / Songs of Life and Hope (Clasicos / Classics),tiene_como_tema,Poetry
Y ahora qué?,tiene_como_tema,Social conflict -- Colombia
Cuba contra España,tiene_como_tema,Cuban question
Guía de pecadoras,tiene_como_tema,Women in literature.
Cuentos negros de Cuba,tiene_como_tema,Tales -- Cuba.
Los nuestros,tiene_como_tema,History and criticism
"El centro histórico de la villa de Santiago, Nuevo León",tiene_como_tema,"Buildings, structures"
Objetivo,tiene_como_tema,"Operation Valkyrie, 1944"
Periodismo militante,tiene_como_tema,"García Márquez, Gabriel, 1928-  -- Political and social views."
Retrato y paisaje en la obra de Cecil Crawford O'Gorman,tiene_como_tema,Landscape painting
Libros pintados,tiene_como_tema,Muralists
Mundo Despues De La Segunda Guerra Mundial (Historia Del Mundo Contemporaneo),tiene_como_tema,Spanish: Adult Nonfiction
Filosofía de la estética anterior al descubrimiento de las leyes de la creatividad,tiene_como_tema,Aesthetics
Narativa joven de México,tiene_como_tema,"Short stories, Mexican."
La inteligencia libertadora,tiene_como_tema,Mexico -- Historiography.
El lenguaje de las orquídeas,tiene_como_tema,Incest -- Fiction
Los Municipios de Colima,tiene_como_tema,Description and travel
"Judas Iscariote, el calumniado",tiene_como_tema,Judas Iscariot.
Musaranas de Domingo,tiene_como_tema,Literary Collections
Las reformas penales de los ultimos años en México (1995-2000),tiene_como_tema,Law reform -- Mexico.
"Pedro Capdevila, el remediano amigo de Pablo",tiene_como_tema,Revolutionaries
Postales de María Pasapera,tiene_como_tema,Puerto Rican poetry
Arte,tiene_como_tema,Puerto Rican Painting
España infinita,tiene_como_tema,History
Lo desconocido es entrañable,tiene_como_tema,"Sosa, Víctor -- Correspondence"
Caminos de la Estrella Polar,tiene_como_tema,Nicaragua -- Politics and government -- 1979-1990.
"Memorias de un impostor, Don Guillén de Lampart, rey de México",tiene_como_tema,"Mexico -- History -- Spanish colony, 1540-1810 -- Fiction"
Conciencia intelectual de América,tiene_como_tema,United States -- Civilization.
Inversión extranjera y mexicanización,tiene_como_tema,"Investments, Foreign -- Mexico -- Law and legislation."
La escuela de los ángeles,tiene_como_tema,Escuelas
Lecturas y diversiones,tiene_como_tema,"Becerra, José Carlos -- Criticism and interpretation"
De litigante a magistrado,tiene_como_tema,"Justice, Administration of -- Honduras."
Pedro Infante,tiene_como_tema,Actors
Cementerio De Papel/ Cementery of Paper,tiene_como_tema,Fiction
Hacia un nuevo orden estatal en América Latina,tiene_como_tema,Economic policy
Diccionario nicaragüense,tiene_como_tema,Nicaragua -- Dictionaries and encyclopedias.
Recuerdos de México,tiene_como_tema,Mexico.
Consejos para la oración,tiene_como_tema,Prayer
La CIA y el caso Arbenz,tiene_como_tema,American Espionage
Cruce de caminos,tiene_como_tema,"Arts, Modern -- 19th century."
Dos siglos de poesía mexicana,tiene_como_tema,Mexican poetry -- 19th century.
La palabra amordazada,tiene_como_tema,Spanish literature.
Evolución del juicio de amparo y del poder judicial federal mexicano,tiene_como_tema,Amparo (Writ)
