Obra,Relación,Autor
La voragine,fue_escrito_por,José Rivera
José Eustasio Rivera intelectual,fue_escrito_por,José Rivera
Vorágine,fue_escrito_por,José Rivera
La voragine (Sepan Cuantos),fue_escrito_por,José Rivera
LA Voragine / The Whirlpool (Intemporales),fue_escrito_por,José Rivera
"José Eustasio Rivera, intelectual",fue_escrito_por,José Rivera
"La voragine, 1924-1974",fue_escrito_por,José Rivera
Tierra de promision,fue_escrito_por,José Rivera
[Obras completas],fue_escrito_por,José Rivera
José Eustasio Rivera,fue_escrito_por,José Rivera
La vorágine : 1924-1974,fue_escrito_por,José Rivera
Poemas,fue_escrito_por,José Rivera
Tierra de promisión y otros poemas,fue_escrito_por,José Rivera
"José Eustasio Rivera, Eduardo Castillo, Miguel Rasch Isla",fue_escrito_por,José Rivera
Promised land =,fue_escrito_por,José Rivera
"Huilensidad, homenaje a los dos grandes maestros líricos",fue_escrito_por,José Rivera
José Eustasio Rivera,fue_escrito_por,José Rivera
Voragine,fue_escrito_por,José Rivera
Selección de leyendas puertorriqueñas,fue_escrito_por,José Rivera
Los Cuentos de Juan Bobo,fue_escrito_por,José Rivera
Rosas y sus opositores,fue_escrito_por,José Rivera
Retratos del general Sandino,fue_escrito_por,José Rivera
"La política de colonización agraria en el Campo de Dalias, 1940-1990",fue_escrito_por,José Rivera
Calendario de J.M. Rivera,fue_escrito_por,José Rivera
Los cuentos de Juan Bobo,fue_escrito_por,José Rivera
Sociedad y política almeriense durante el régimen de Franco,fue_escrito_por,José Rivera
Gloria a Dios,fue_escrito_por,José Rivera
Libertad y gracia,fue_escrito_por,José Rivera
Libres del mundo,fue_escrito_por,José Rivera
La mística inmanente,fue_escrito_por,José Rivera
En Busca Del Tesoro Divino,fue_escrito_por,José Rivera
CrÓnicas Interdimensionales,fue_escrito_por,José Rivera
Cielos de Noviembre,fue_escrito_por,José Rivera
Justicia Verdadera,fue_escrito_por,José Rivera
"Como Mudarte para Orlando, Florida",fue_escrito_por,José Rivera
Reflexiones Sobre la Revolucion Bolivariana,fue_escrito_por,José Rivera
Diálogos de la Independencia,fue_escrito_por,José Rivera
En pos de la Quimera,fue_escrito_por,José Rivera
Los Dramas de Nueva-York,fue_escrito_por,José Rivera
Intersticios en Roque Dalton,fue_escrito_por,José Rivera
El sufrimiento humano,fue_escrito_por,José Rivera
El cuento moderno venezolano,fue_escrito_por,José Rivera
Puerto Rico entre dos culturas,fue_escrito_por,José Rivera
Los empréstitos extranjeros y la política americana,fue_escrito_por,José Rivera
Solidario y solitario,fue_escrito_por,José Rivera
el santo cristo de la salud Leyendas Puertorriquenas,fue_escrito_por,José Rivera
Tablas de sangre ; Es acción santa matar a Rosas,fue_escrito_por,José Rivera
LA Voragine = the Maelstrom (Libro de Bolsillo 602; Seccion Literatura),fue_escrito_por,José Rivera
Diego Montañés,fue_escrito_por,José Rivera
El Perú en el umbral de la transición demográfica,fue_escrito_por,José Rivera
El Fin De LA Raza Cosmica,fue_escrito_por,José Rivera
Contratación y medios de pago internacionales,fue_escrito_por,José Rivera
El río y su sombra,fue_escrito_por,José Rivera
Heredero Al Trono y Las Esfinges Vivientes,fue_escrito_por,José Rivera
Dramas románticos,fue_escrito_por,José Rivera
Epitome de la cuestión francesa en el Rio de La Plata,fue_escrito_por,José Rivera
No Titulado; Ahora,fue_escrito_por,José Rivera
Los sindicatos nacionales,fue_escrito_por,José Rivera
Mito y realidad de las clases sociales,fue_escrito_por,José Rivera
El pensamiento político de Luis Muñoz Marín,fue_escrito_por,José Rivera
La técnica de las cartas de crédito internacionales,fue_escrito_por,José Rivera
Ya lo Decidí; Voy a Morir,fue_escrito_por,José Rivera
Reputete,fue_escrito_por,José Rivera
El agrarismo mexicano,fue_escrito_por,José Rivera
Vivencias de Sebastiopolo,fue_escrito_por,José Rivera
Cuentos Del Cañaveral,fue_escrito_por,José Rivera
Poesías completas,fue_escrito_por,José Rivera
Gobierno Libre de Partidos Politicos,fue_escrito_por,José Rivera
Los empréstitos extranjeros y la política americana,fue_escrito_por,José Rivera
Comedias,fue_escrito_por,José Rivera
Ideas generales para el desarrollo programatico del Recinto de Rio Piedras,fue_escrito_por,José Rivera
La educación en Puerto Rico diagnóstico y sugerencias para la acción,fue_escrito_por,José Rivera
El voto de America,fue_escrito_por,José Rivera
"Los Salesianos en Guatemala, 1929-1987",fue_escrito_por,José Rivera
El río y su sombra,fue_escrito_por,José Rivera
Tecnológias de urbanización,fue_escrito_por,José Rivera
Siete Judas,fue_escrito_por,José Rivera
"Tri na Padilla de Sanz, ""La hija del Caribe""",fue_escrito_por,Yolanda Fernández Sanz
Revolución de Las Apetencias,fue_escrito_por,Melanie Pérez Ortiz
Prosaicos dioses de hoy,fue_escrito_por,Melanie Pérez Ortiz
Espejos (crónica sentimental),fue_escrito_por,Melanie Pérez Ortiz
Palabras encontradas,fue_escrito_por,Melanie Pérez Ortiz
Retóricas de post-guerra,fue_escrito_por,David Vela
Literatura guatemalteca,fue_escrito_por,David Vela
Un personaje sin novela,fue_escrito_por,David Vela
Plástica maya,fue_escrito_por,David Vela
También sueños,fue_escrito_por,David Vela
La cosa,fue_escrito_por,David Vela
El mito de Colón,fue_escrito_por,David Vela
Barrundia ante el espejo de su tiempo,fue_escrito_por,David Vela
El hermano Pedro,fue_escrito_por,David Vela
Ensayo sobre la geneonomía maya-quiché,fue_escrito_por,David Vela
La marimba,fue_escrito_por,David Vela
Martí en Guatemala,fue_escrito_por,David Vela
Nuestro Belice,fue_escrito_por,David Vela
Declaraciones Orientación y recomendaciones del Primer Congreso Indigenista Interamericano,fue_escrito_por,David Vela
Páginas vividas,fue_escrito_por,David Vela
Temas cívicos,fue_escrito_por,David Vela
Un prócer preterido,fue_escrito_por,David Vela
12 poemas,fue_escrito_por,David Vela
"Marti en Guatemala. Guatemala, febrero 28 de 1953",fue_escrito_por,David Vela
David Vela,fue_escrito_por,David Vela
La Thomasiada de Diego Sáenz Ovecuri,fue_escrito_por,David Vela
Evocación de Palma,fue_escrito_por,David Vela
Biografía de la humildad,fue_escrito_por,David Vela
Homenaje a Miguel Angel Asturias,fue_escrito_por,Helmy F. Giacoman
Homenaje a G. García Márquez,fue_escrito_por,Helmy F. Giacoman
Los personajes de Sábato,fue_escrito_por,Helmy F. Giacoman
Homenaje a Julio Cortázar,fue_escrito_por,Helmy F. Giacoman
Homenaje a Agustín Yánẽz,fue_escrito_por,Helmy F. Giacoman
Homenaje a Alejo Carpentier,fue_escrito_por,Helmy F. Giacoman
Homenaje a Enrique Anderson Imbert,fue_escrito_por,Helmy F. Giacoman
Homenaje a Ernesto Sábato,fue_escrito_por,Helmy F. Giacoman
Homenaje a Ernest Sábato,fue_escrito_por,Helmy F. Giacoman
Homenaje a Fernando Alegría,fue_escrito_por,Helmy F. Giacoman
Homenaje a Mario Vargas Llosa,fue_escrito_por,Helmy F. Giacoman
Homeraje a Alejo Carpentier,fue_escrito_por,Helmy F. Giacoman
Los personajes de Sabato,fue_escrito_por,Helmy F. Giacoman
Homenaje a Juan Rulfo,fue_escrito_por,Helmy F. Giacoman
Homenaje a Juan Carlos Onetti,fue_escrito_por,Helmy F. Giacoman
Homenaje a Alejo Carpentier variaciones interpretativas en torno a su obra,fue_escrito_por,Helmy F. Giacoman
Perspectivas de nueva narrativa hispanoamericana,fue_escrito_por,Helmy F. Giacoman
Breve Historia del Che Guevara,fue_escrito_por,Gabriel Glasman
Mario Benedetti,fue_escrito_por,Gabriel Glasman
"Anibal, enemigo de Roma",fue_escrito_por,Gabriel Glasman
Miguel Angel Asturias,fue_escrito_por,Gabriel Glasman
Objetivo: Cazar al lobo,fue_escrito_por,Gabriel Glasman
Fabulosas criaturas de la mitologia clasica (Joyas de la mitologia),fue_escrito_por,Gabriel Glasman
Objetivo,fue_escrito_por,Gabriel Glasman
Camarada Incomodo,fue_escrito_por,Gabriel Glasman
Siniestra Triple A,fue_escrito_por,Gabriel Glasman
Los Hijos de Robespierre : Francia,fue_escrito_por,Gabriel Glasman
"Aníbal, enemigo de Roma",fue_escrito_por,Gabriel Glasman
Anibal,fue_escrito_por,Gabriel Glasman
Los Libros No Fueron Siempre Asi / Books Weren't Always Like This (Las Cosas No Fueron Siempre Asi / Things Were Not Always This Way),fue_escrito_por,Gabriel Glasman
El Señor Presidente,fue_escrito_por,Miguel Ángel Asturias
Hombres De Maiz / Men of Maize (Biblioteca De Autor / Author Library),fue_escrito_por,Miguel Ángel Asturias
Viento fuerte,fue_escrito_por,Miguel Ángel Asturias
El papa verde,fue_escrito_por,Miguel Ángel Asturias
Leyendas de Guatemala,fue_escrito_por,Miguel Ángel Asturias
Week-end en Guatemala,fue_escrito_por,Miguel Ángel Asturias
Mulata de tal,fue_escrito_por,Miguel Ángel Asturias
Obras completas,fue_escrito_por,Miguel Ángel Asturias
Torotumbo,fue_escrito_por,Miguel Ángel Asturias
Ojos de los enterrados,fue_escrito_por,Miguel Ángel Asturias
El espejo de Lida Sal,fue_escrito_por,Miguel Ángel Asturias
El alhajadito,fue_escrito_por,Miguel Ángel Asturias
Los ojos de los enterrados,fue_escrito_por,Miguel Ángel Asturias
Mulata de Tal,fue_escrito_por,Miguel Ángel Asturias
Paris 1924-1933,fue_escrito_por,Miguel Ángel Asturias
Viernes de dolores,fue_escrito_por,Miguel Ángel Asturias
Teatro,fue_escrito_por,Miguel Ángel Asturias
Comiendo en Hungría,fue_escrito_por,Miguel Ángel Asturias
Maladrón,fue_escrito_por,Miguel Ángel Asturias
Hombre de Maíz,fue_escrito_por,Miguel Ángel Asturias
El Hombre Que Lo Tenia Todo Todo Todo (Tres Edades),fue_escrito_por,Miguel Ángel Asturias
Lo mejor de mi obra,fue_escrito_por,Miguel Ángel Asturias
Maladron,fue_escrito_por,Miguel Ángel Asturias
Bolívar,fue_escrito_por,Miguel Ángel Asturias
Obras escogidas,fue_escrito_por,Miguel Ángel Asturias
Los ajos de los enterrados,fue_escrito_por,Miguel Ángel Asturias
Tres obras,fue_escrito_por,Miguel Ángel Asturias
Guatemalan sociology,fue_escrito_por,Miguel Ángel Asturias
El árbol de la cruz,fue_escrito_por,Miguel Ángel Asturias
"América, fábula de fábulas y otros ensayos",fue_escrito_por,Miguel Ángel Asturias
Leyendas de Guatemala - 112 -,fue_escrito_por,Miguel Ángel Asturias
Leyendas de Guatemala/ Legends of Guatemala (Biblioteca De Autor),fue_escrito_por,Miguel Ángel Asturias
"Teatro: Chantaje, Dique seco, Soluna, La Audiencia de los Confines",fue_escrito_por,Miguel Ángel Asturias
Antología de Miguel Angel Asturias,fue_escrito_por,Miguel Ángel Asturias
Clarivigilia primaveral,fue_escrito_por,Miguel Ángel Asturias
Latinoamérica y otros ensayos,fue_escrito_por,Miguel Ángel Asturias
Leyendas y poemas,fue_escrito_por,Miguel Ángel Asturias
Los cuentos del Cuyito,fue_escrito_por,Miguel Ángel Asturias
Hombres de maíz,fue_escrito_por,Miguel Ángel Asturias
"Los Dioses, los héroes y los hombres de Guatemala antigua, o, El libro del consejo, Popol-vuh de los indios quichés",fue_escrito_por,Miguel Ángel Asturias
Novelas y cuentos de juventud,fue_escrito_por,Miguel Ángel Asturias
Latino America y otros ensayos,fue_escrito_por,Miguel Ángel Asturias
Actos de Fe En Guatemala,fue_escrito_por,Miguel Ángel Asturias
Aspasia de Mileto,fue_escrito_por,Miguel Ángel Asturias
Edición crítica de las obras completas de Miguel Angel Asturias,fue_escrito_por,Miguel Ángel Asturias
Juan Girador,fue_escrito_por,Miguel Ángel Asturias
Mi mejor obra,fue_escrito_por,Miguel Ángel Asturias
El señor presidente,fue_escrito_por,Miguel Ángel Asturias
"América, fabula de fabulas",fue_escrito_por,Miguel Ángel Asturias
Carta aérea a mis amigos de América,fue_escrito_por,Miguel Ángel Asturias
Clariviglia primaveral,fue_escrito_por,Miguel Ángel Asturias
Cuentos y Leyendas (Fuentes y Estudios de Historia de Asturias),fue_escrito_por,Miguel Ángel Asturias
Edicion critica de las obras completas de Miguel Angel Asturias,fue_escrito_por,Miguel Ángel Asturias
Ejercicios poéticos en forma de soneto sobre temas de Horacio,fue_escrito_por,Miguel Ángel Asturias
El novelista en la universidad,fue_escrito_por,Miguel Ángel Asturias
El problema social del indio y otros textos,fue_escrito_por,Miguel Ángel Asturias
Fragmentos de una correspondencia,fue_escrito_por,Miguel Ángel Asturias
Homenaje a Miguel Angel Asturias,fue_escrito_por,Miguel Ángel Asturias
Juárez,fue_escrito_por,Miguel Ángel Asturias
La arquitectura de la vida nueva,fue_escrito_por,Miguel Ángel Asturias
"Las Casas, el obispo de dios",fue_escrito_por,Miguel Ángel Asturias
Latinoamérica,fue_escrito_por,Miguel Ángel Asturias
Legendes du Guatemala / Leyendas de Guatemala,fue_escrito_por,Miguel Ángel Asturias
Leyendas,fue_escrito_por,Miguel Ángel Asturias
Leyendas De Guatemala (Intemporales),fue_escrito_por,Miguel Ángel Asturias
Maladrón (epopeya de los Andes verdes),fue_escrito_por,Miguel Ángel Asturias
"Miguel Angel Asturias, raíz y destino",fue_escrito_por,Miguel Ángel Asturias
París 1924-1933,fue_escrito_por,Miguel Ángel Asturias
Páginas de lumbre de Miguel Angel Asturias,fue_escrito_por,Miguel Ángel Asturias
Poesía,fue_escrito_por,Miguel Ángel Asturias
Retazos Asturianos,fue_escrito_por,Miguel Ángel Asturias
Rumania,fue_escrito_por,Miguel Ángel Asturias
Sinceridades,fue_escrito_por,Miguel Ángel Asturias
Sociología guatemalteca,fue_escrito_por,Miguel Ángel Asturias
Teatro 1,fue_escrito_por,Miguel Ángel Asturias
Teatro 1 - Miguel Angel Asturias,fue_escrito_por,Miguel Ángel Asturias
Tres de cuatro soles (edición crítica),fue_escrito_por,Miguel Ángel Asturias
"Viajes, ensayos y fantasías",fue_escrito_por,Miguel Ángel Asturias
"Viajes, ensayos y fantasiás",fue_escrito_por,Miguel Ángel Asturias
Leyendas de Guatemala/Guatemala Legends,fue_escrito_por,Miguel Ángel Asturias
Leyendas De Guatemala,fue_escrito_por,Miguel Ángel Asturias
"America, fabula de fabulas y otros ensayos",fue_escrito_por,Miguel Ángel Asturias
Tres de cuatro soles,fue_escrito_por,Miguel Ángel Asturias
Poesía precolombina,fue_escrito_por,Miguel Ángel Asturias
Sien de alondra,fue_escrito_por,Miguel Ángel Asturias
Cuentos y leyendas,fue_escrito_por,Miguel Ángel Asturias
Las Casas: el Obispo de Dios,fue_escrito_por,Miguel Ángel Asturias
"Viajes, ensayos y fantasi as",fue_escrito_por,Miguel Ángel Asturias
La audiencia de los confines,fue_escrito_por,Miguel Ángel Asturias
Poesía precolombiana,fue_escrito_por,Miguel Ángel Asturias
Antología poética,fue_escrito_por,Miguel Ángel Asturias
Páginas de lumbre de Miguel Angel Asturias,fue_escrito_por,Miguel Ángel Asturias
Señor Presidente,fue_escrito_por,Miguel Ángel Asturias
El Libro del consejo,fue_escrito_por,Miguel Ángel Asturias
Maladrón,fue_escrito_por,Miguel Ángel Asturias
El libro del consejo,fue_escrito_por,Miguel Ángel Asturias
Clarivigilia primaveral.--,fue_escrito_por,Miguel Ángel Asturias
Cartas de amor,fue_escrito_por,Miguel Ángel Asturias
Hombres de maíz. --,fue_escrito_por,Miguel Ángel Asturias
"Popol-vuh, o, Libro del consejo de los indios Quichés",fue_escrito_por,Miguel Ángel Asturias
"El hombre que lo tenía todo, todo, todo",fue_escrito_por,Miguel Ángel Asturias
Novela y novelistas,fue_escrito_por,Miguel Ángel Asturias
Comiendo en Hungría,fue_escrito_por,Miguel Ángel Asturias
LOS OJOS DE LOS ENTERRADOS,fue_escrito_por,Miguel Ángel Asturias
Antología de prosistas guatemaltecos,fue_escrito_por,R. Amílcar Echeverría B.
Los compañeros,fue_escrito_por,Marco Antonio Flores
En el filo,fue_escrito_por,Marco Antonio Flores
Las batallas perdidas,fue_escrito_por,Marco Antonio Flores
Los muchachos de antes,fue_escrito_por,Marco Antonio Flores
Poetas guatemaltecos del siglo XX,fue_escrito_por,Marco Antonio Flores
Viaje hacia la noche,fue_escrito_por,Marco Antonio Flores
Contrapoder,fue_escrito_por,Marco Antonio Flores
El insurrecto solitario,fue_escrito_por,Marco Antonio Flores
Muros de luz,fue_escrito_por,Marco Antonio Flores
Poesía completa,fue_escrito_por,Marco Antonio Flores
Poesía escogida,fue_escrito_por,Marco Antonio Flores
Cuentos completos,fue_escrito_por,Marco Antonio Flores
Antología personal (1960-2002),fue_escrito_por,Marco Antonio Flores
Crónica de los años de fuego,fue_escrito_por,Marco Antonio Flores
La derrota,fue_escrito_por,Marco Antonio Flores
La estación del crepúsculo,fue_escrito_por,Marco Antonio Flores
La siguamonta,fue_escrito_por,Marco Antonio Flores
"La voz acumulada, 1960-1963; [poemas]",fue_escrito_por,Marco Antonio Flores
Los rollos que quedaron,fue_escrito_por,Marco Antonio Flores
Persistencia de la memoria,fue_escrito_por,Marco Antonio Flores
Reunión,fue_escrito_por,Marco Antonio Flores
Reunion,fue_escrito_por,Marco Antonio Flores
Un ciego fuego en el alma,fue_escrito_por,Marco Antonio Flores
Pan pa'mi matate,fue_escrito_por,Marco Antonio Flores
Festival por la memoria y la justicia,fue_escrito_por,Marco Antonio Flores
La vida es sueño,fue_escrito_por,Marco Antonio Flores
Diario de un Desahuciado,fue_escrito_por,Marco Antonio Flores
Padre de Todos... Padre Nuestro,fue_escrito_por,Marco Antonio Flores
Camina Conmigo,fue_escrito_por,Marco Antonio Flores
Entre Amigos Subiendo Juntos Al Monte,fue_escrito_por,Marco Antonio Flores
Cuarto de Cachivaches,fue_escrito_por,Marco Antonio Flores
Fortuny,fue_escrito_por,Marco Antonio Flores
Teatro completo,fue_escrito_por,Marco Antonio Flores
Reflexiones sobre los canales formales de crédito en Ecuador,fue_escrito_por,Marco Antonio Flores
Zacatecas,fue_escrito_por,Marco Antonio Flores
Los decimonónicos,fue_escrito_por,Marco Antonio Flores
Catálogo de la hemerografía de Zacatecas,fue_escrito_por,Marco Antonio Flores
Jesús González Ortega,fue_escrito_por,Marco Antonio Flores
"De Amor, Miedo y Otras Perversiones",fue_escrito_por,Marco Antonio Flores
Miguel Angel Asturias,fue_escrito_por,G. Asturias Montenegro
Guatemala capital Miami,fue_escrito_por,G. Asturias Montenegro
Los 504 días de Ríos Montt,fue_escrito_por,G. Asturias Montenegro
Miguel Ángel Asturias más que una biografía,fue_escrito_por,G. Asturias Montenegro
Terremoto 76,fue_escrito_por,G. Asturias Montenegro
Oswaldo Salazar conversa con Amílcar Dávila,fue_escrito_por,Oswaldo Salazar
Por el lado oscuro,fue_escrito_por,Oswaldo Salazar
Historia moderna de la etnicidad en Guatemala,fue_escrito_por,Oswaldo Salazar
