Obra,Relación,País del Autor
Antología poética,el_autor_es_del_pais,Nicaragua
El Estrecho Dudoso/the Uncertain Channel,el_autor_es_del_pais,Nicaragua
Hora cero,el_autor_es_del_pais,Nicaragua
La democratización de la cultura,el_autor_es_del_pais,Nicaragua
La hora 0 [i.e. cero],el_autor_es_del_pais,Nicaragua
La hora cero,el_autor_es_del_pais,Nicaragua
La hora O,el_autor_es_del_pais,Nicaragua
La Insulas Extranasus,el_autor_es_del_pais,Nicaragua
La noche iluminada de palabras,el_autor_es_del_pais,Nicaragua
La paz mundial y la Revolución de Nicaragua,el_autor_es_del_pais,Nicaragua
Las insulas extrañas,el_autor_es_del_pais,Nicaragua
Las Insulas Extranas / The Strange Isles,el_autor_es_del_pais,Nicaragua
Las ínsulas extrañas,el_autor_es_del_pais,Nicaragua
Mayapán,el_autor_es_del_pais,Nicaragua
Oracio n por Marilyn Monroe,el_autor_es_del_pais,Nicaragua
Oráculo sobre Managua / Ernesto Cardenal,el_autor_es_del_pais,Nicaragua
Poemas de Ernesto Cardenal,el_autor_es_del_pais,Nicaragua
"Poemas reunidos, 1949-1969",el_autor_es_del_pais,Nicaragua
Poesía de uso,el_autor_es_del_pais,Nicaragua
Poesía y revolución,el_autor_es_del_pais,Nicaragua
Poesi a de uso,el_autor_es_del_pais,Nicaragua
Quetzalcóatal,el_autor_es_del_pais,Nicaragua
Quetzatcoatl,el_autor_es_del_pais,Nicaragua
Seis cantigas del cántico cósmico,el_autor_es_del_pais,Nicaragua
Telescopio en la noche oscura,el_autor_es_del_pais,Nicaragua
Telescopio En La Noche Oscura (La Dicha de Enmudecer),el_autor_es_del_pais,Nicaragua
Versos del Pluriverso,el_autor_es_del_pais,Nicaragua
Versos del Pluriverso (La Dicha de Enmudecer),el_autor_es_del_pais,Nicaragua
Antología de Ernesto Cardenal,el_autor_es_del_pais,Nicaragua
Antología de poesía primitiva,el_autor_es_del_pais,Nicaragua
Antologia,el_autor_es_del_pais,Nicaragua
Antologia De Poesia Primitiva / Anthology of Early Poetry,el_autor_es_del_pais,Nicaragua
Antologia Nueva - Ernesto Cardenal (La Dicha de Enmudecer),el_autor_es_del_pais,Nicaragua
Antologia Poetica,el_autor_es_del_pais,Nicaragua
Cantico Cosmico,el_autor_es_del_pais,Nicaragua
Canto a un pai s que nace,el_autor_es_del_pais,Nicaragua
Canto nacional,el_autor_es_del_pais,Nicaragua
Cardenal en Valencia,el_autor_es_del_pais,Nicaragua
Catulo/Marcial,el_autor_es_del_pais,Nicaragua
Cristianismo y revolución,el_autor_es_del_pais,Nicaragua
El Evangelio En Solentiname,el_autor_es_del_pais,Nicaragua
El telescopio en la noche oscura,el_autor_es_del_pais,Nicaragua
Epigramas (Marginales ; 57),el_autor_es_del_pais,Nicaragua
Ernesto Cardenal para niños,el_autor_es_del_pais,Nicaragua
"Evangelio, pueblo y arte",el_autor_es_del_pais,Nicaragua
Homenaje a los indios americanos / Ernesto Cardenal,el_autor_es_del_pais,Nicaragua
50 años de esculturas,el_autor_es_del_pais,Nicaragua
APALKA,el_autor_es_del_pais,Nicaragua
"Ernesto Cardenal, Ansprachen anlässlich der Verleihung des Friedenspreises des Deutschen Buchhandels",el_autor_es_del_pais,Nicaragua
El origen de las especies,el_autor_es_del_pais,Nicaragua
El Río San Juan,el_autor_es_del_pais,Nicaragua
Hidrógeno enamorado,el_autor_es_del_pais,Nicaragua
Que voy de vuelo,el_autor_es_del_pais,Nicaragua
Hijos de las estrellas,el_autor_es_del_pais,Nicaragua
Oración por Marilyn Monroe y otros poemas,el_autor_es_del_pais,Nicaragua
En el camino de Emaús,el_autor_es_del_pais,Nicaragua
Los campesinos de Solentiname pintan el evangelio,el_autor_es_del_pais,Nicaragua
Literatura indígena americana,el_autor_es_del_pais,Nicaragua
Noventa en los noventa,el_autor_es_del_pais,Nicaragua
Canto a un país que nace,el_autor_es_del_pais,Nicaragua
Poesía cubana de la revolución,el_autor_es_del_pais,Nicaragua
El autor y su obra,el_autor_es_del_pais,Nicaragua
Poesía nicaragüense,el_autor_es_del_pais,Nicaragua
Obras completas,el_autor_es_del_pais,Nicaragua
Los hijos del bosque de las palabras almas,el_autor_es_del_pais,Nicaragua
Poesía,el_autor_es_del_pais,Nicaragua
Seguir viaje,el_autor_es_del_pais,Nicaragua
Así en la tierra como en el cielo,el_autor_es_del_pais,Nicaragua
Canto nacional al Frente Sandinista de Liberación Nacional,el_autor_es_del_pais,Nicaragua
La Batalla de Nicaragua,el_autor_es_del_pais,Nicaragua
Versos del pluriverso,el_autor_es_del_pais,Nicaragua
Poesía completa,el_autor_es_del_pais,Nicaragua
La paz mundial y la revolución de Nicaragua,el_autor_es_del_pais,Nicaragua
"Thomas Merton - Ernesto Cardenal Correspondencia, 1959-1968",el_autor_es_del_pais,Nicaragua
"Me gustan los poemas, y me gusta la vida",el_autor_es_del_pais,Nicaragua
Este mundo y otro,el_autor_es_del_pais,Nicaragua
Poesia nicaragüense,el_autor_es_del_pais,Nicaragua
Antología de poesía primitiva,el_autor_es_del_pais,Nicaragua
telescopio en la noche oscura,el_autor_es_del_pais,Nicaragua
Federico Garcia Lorca,el_autor_es_del_pais,Nicaragua
The Shameful life of Salvador Dalí,el_autor_es_del_pais,Nicaragua
El asesinato de Federico García Lorca,el_autor_es_del_pais,Nicaragua
"Vida, pasión y muerte de Federico Garcia Lorca 1898-1936",el_autor_es_del_pais,Nicaragua
La represión nacionalista de Granada en 1936 y la muerte de Federico García Lorca,el_autor_es_del_pais,Nicaragua
Lorca-Dalí,el_autor_es_del_pais,Nicaragua
García Lorca,el_autor_es_del_pais,Nicaragua
Fire in the blood,el_autor_es_del_pais,Nicaragua
Paracuellos,el_autor_es_del_pais,Nicaragua
The death of Lorca,el_autor_es_del_pais,Nicaragua
"Dalí joven, Dalí genial",el_autor_es_del_pais,Nicaragua
En busca de Jose  Antonio,el_autor_es_del_pais,Nicaragua
La noche en que mataron a Calvo Sotelo,el_autor_es_del_pais,Nicaragua
"Yo, Rubén Darío",el_autor_es_del_pais,Nicaragua
Luis Buñuel,el_autor_es_del_pais,Nicaragua
"Cela, el hombre que quiso ganar",el_autor_es_del_pais,Nicaragua
Queipo de Llano,el_autor_es_del_pais,Nicaragua
Viento del sur,el_autor_es_del_pais,Nicaragua
"En Granada, su Granada--",el_autor_es_del_pais,Nicaragua
Agustin Penon,el_autor_es_del_pais,Nicaragua
Vida y muerte de Federico García Lorca,el_autor_es_del_pais,Nicaragua
"Dali Joven, Dali Genial/young Dali, Genius Dali",el_autor_es_del_pais,Nicaragua
El hombre que detuvo a García Lorca,el_autor_es_del_pais,Nicaragua
"En Granada, su Granada...",el_autor_es_del_pais,Nicaragua
Granada en 1936 y el asesinato de Federico García Lorca,el_autor_es_del_pais,Nicaragua
Ligero de Equipaje,el_autor_es_del_pais,Nicaragua
Un irlandés en España,el_autor_es_del_pais,Nicaragua
Cuatro poetas en guerra,el_autor_es_del_pais,Nicaragua
En busca de José Antonio,el_autor_es_del_pais,Nicaragua
La muerte de Federico García Lorca,el_autor_es_del_pais,Nicaragua
Cuatro Poetas Guerra,el_autor_es_del_pais,Nicaragua
La fosa de Lorca,el_autor_es_del_pais,Nicaragua
Poeta en Granada,el_autor_es_del_pais,Nicaragua
Aventuras ibéricas,el_autor_es_del_pais,Nicaragua
La balada de Halo Jones,el_autor_es_del_pais,Nicaragua
Rubén Darío,el_autor_es_del_pais,Nicaragua
Vida de Rubén Darío,el_autor_es_del_pais,Nicaragua
Nuevo parnaso argentino,el_autor_es_del_pais,Nicaragua
24 horas fuera del colegio,el_autor_es_del_pais,Nicaragua
América en las letras españolas del Siglo de Oro,el_autor_es_del_pais,Nicaragua
Vida de Rubén Dario,el_autor_es_del_pais,Nicaragua
América en las letras españolas del Siglo de Oro,el_autor_es_del_pais,Nicaragua
El veneno del tango,el_autor_es_del_pais,Nicaragua
La vida por la opinión,el_autor_es_del_pais,Nicaragua
Los mejores cuentos venezolanos,el_autor_es_del_pais,Nicaragua
Próceres argentinos en España,el_autor_es_del_pais,Nicaragua
Cuando en España estalló la paz,el_autor_es_del_pais,Nicaragua
La vida por la opinión,el_autor_es_del_pais,Nicaragua
El hijo del rey,el_autor_es_del_pais,Nicaragua
13 que cuentan,el_autor_es_del_pais,Nicaragua
Finisterre,el_autor_es_del_pais,Nicaragua
Rubén Darío,el_autor_es_del_pais,Nicaragua
Universidad y Sociedad,el_autor_es_del_pais,Nicaragua
La Universidad Ante Los Retos del Siglo XXI,el_autor_es_del_pais,Nicaragua
"Sesenta años de la reforma universitaria de Córdoba, 1918-1978",el_autor_es_del_pais,Nicaragua
La universidad,el_autor_es_del_pais,Nicaragua
León Viejo y otros escritos,el_autor_es_del_pais,Nicaragua
"Gobernabilidad democrática, pobreza, seguridad humana y valores",el_autor_es_del_pais,Nicaragua
Noventa años de la reforma universitaria de Córdoba (1918-2008),el_autor_es_del_pais,Nicaragua
Valores de la cultura nicaragüense,el_autor_es_del_pais,Nicaragua
Historia de la universidad en América Latina,el_autor_es_del_pais,Nicaragua
La educación de Nicaragua en la perspectiva del año 2000,el_autor_es_del_pais,Nicaragua
Cambio y transformación universitaria,el_autor_es_del_pais,Nicaragua
Los Derechos humanos,el_autor_es_del_pais,Nicaragua
La reforma universitaria : desafíos y perspectivas noventa años después - Primera edición,el_autor_es_del_pais,Nicaragua
Ensayos sobre la teoría de la universidad,el_autor_es_del_pais,Nicaragua
Issues in Communications,el_autor_es_del_pais,Nicaragua
Hacía una nueva educación en Nicaragua,el_autor_es_del_pais,Nicaragua
La contribución del periodismo a la liberación nacional,el_autor_es_del_pais,Nicaragua
La universidad y los desafíos del desarrollo y la democracia,el_autor_es_del_pais,Nicaragua
"Seguridad, cultura, medio ambiente y población",el_autor_es_del_pais,Nicaragua
La educación permanente y su impacto en la educación superior,el_autor_es_del_pais,Nicaragua
Los retos de la universidad de hoy,el_autor_es_del_pais,Nicaragua
La educación superior en el umbral del siglo XXI,el_autor_es_del_pais,Nicaragua
Los derechos humanos,el_autor_es_del_pais,Nicaragua
La educación superior frente al cambio,el_autor_es_del_pais,Nicaragua
Perspectivas del desarrollo de la educación superior en Nicaragua,el_autor_es_del_pais,Nicaragua
Bases para una política de desarrollo científico y tecnológico en la perspectiva del año 2000,el_autor_es_del_pais,Nicaragua
Estudios darianos,el_autor_es_del_pais,Nicaragua
La paideia en Ruben Darío,el_autor_es_del_pais,Nicaragua
Desafíos del docente universitario ante el Siglo XXI,el_autor_es_del_pais,Nicaragua
"Galería de próceres, escritores y educadores",el_autor_es_del_pais,Nicaragua
Hacia una nueva educación en Nicaragua,el_autor_es_del_pais,Nicaragua
Pensamiento pedagógico de Sandino,el_autor_es_del_pais,Nicaragua
Pensamiento pedagógico de Bolívar,el_autor_es_del_pais,Nicaragua
Pablo Antonio Cuadra y la cultura nacional,el_autor_es_del_pais,Nicaragua
"Universidad, sociedad y mercado en América Latina",el_autor_es_del_pais,Nicaragua
La universidad del siglo XXI,el_autor_es_del_pais,Nicaragua
"Rubén Darío, puente hacia el siglo XXI, y otros escritos",el_autor_es_del_pais,Nicaragua
Los desafíos y tendencias actuales de la investigación y el posgrado,el_autor_es_del_pais,Nicaragua
Los modelos educativos y académicos,el_autor_es_del_pais,Nicaragua
La universidad necesaria para el siglo XXI,el_autor_es_del_pais,Nicaragua
Universidad,el_autor_es_del_pais,Nicaragua
La universidad hacia nuevos horizontes,el_autor_es_del_pais,Nicaragua
"Sesenta años de la reforma universitaria de Córdoba, 1918-1978",el_autor_es_del_pais,Nicaragua
Tendencias contemporáneas en la transformación de la educación superior,el_autor_es_del_pais,Nicaragua
Estudios sobre la teoría de la universidad,el_autor_es_del_pais,Nicaragua
Situación y perspectivas de la educación superior en América Latina,el_autor_es_del_pais,Nicaragua
"Rubén Darío, puente hacia el siglo XXI y otros escritos",el_autor_es_del_pais,Nicaragua
Pensamiento universitario centroamericano,el_autor_es_del_pais,Nicaragua
Ensayos sobre la universidad latinoamericana,el_autor_es_del_pais,Nicaragua
Educación superior de cara al siglo XXI,el_autor_es_del_pais,Nicaragua
La universidad de cara al siglo XXI,el_autor_es_del_pais,Nicaragua
Una nueva visión de la educación superior,el_autor_es_del_pais,Nicaragua
La educación general en la universidad contemporánea,el_autor_es_del_pais,Nicaragua
Vigencia y actualidad de Rubén Dario,el_autor_es_del_pais,Nicaragua
Para construir el amor,el_autor_es_del_pais,Nicaragua
En el umbral del siglo XXI,el_autor_es_del_pais,Nicaragua
Homenaje nacional a un héroe cívico,el_autor_es_del_pais,Nicaragua
Rubén Darío y la España del 98,el_autor_es_del_pais,Nicaragua
Aproximación histórica a la universidad y su problemática actual,el_autor_es_del_pais,Nicaragua
De la universidad y su problemática,el_autor_es_del_pais,Nicaragua
Memorias de un ciudadano,el_autor_es_del_pais,Nicaragua
El pensamiento político de la Revolución Popular Sandinista,el_autor_es_del_pais,Nicaragua
La transformaci©đn de la educaci©đn superior,el_autor_es_del_pais,Nicaragua
"Seguridad, género, derechos humanos y estado de derecho",el_autor_es_del_pais,Nicaragua
Desarrollo científico tecnológico y educación superior en América Latina,el_autor_es_del_pais,Nicaragua
La educación superior y los desafíos del siglo XXI,el_autor_es_del_pais,Nicaragua
Darío siempre,el_autor_es_del_pais,Nicaragua
Algunos aspectos del estudio de las sociedades anónimas,el_autor_es_del_pais,Nicaragua
"Rubén Darío y la ""generación del 98""",el_autor_es_del_pais,Nicaragua
La problemática actual de la educación en Nicaragua,el_autor_es_del_pais,Nicaragua
La educación en el horizonte del siglo XXI,el_autor_es_del_pais,Nicaragua
Valoración múltiple,el_autor_es_del_pais,Nicaragua
La reforma universitaria,el_autor_es_del_pais,Nicaragua
"Educación comparada, identidades y globalización",el_autor_es_del_pais,Nicaragua
Biografías de los mejores escritores nacidos en Masaya,el_autor_es_del_pais,Nicaragua
"La educación durante el liberalismo, Nicaragua",el_autor_es_del_pais,Nicaragua
Historia de la educación en Nicaragua,el_autor_es_del_pais,Nicaragua
Me queda la palabra--,el_autor_es_del_pais,Nicaragua
Anécdotas nicaragüenses,el_autor_es_del_pais,Nicaragua
Daguerrotipos y otros retratos de mujeres,el_autor_es_del_pais,Nicaragua
En el país de las alegorías,el_autor_es_del_pais,Nicaragua
La casa de los pájaros,el_autor_es_del_pais,Nicaragua
Una década en la narrativa nicaragüense y otros ensayos,el_autor_es_del_pais,Nicaragua
Las diosas de Elam,el_autor_es_del_pais,Nicaragua
La casa de los pájaros,el_autor_es_del_pais,Nicaragua
Arte ritual,el_autor_es_del_pais,Nicaragua
Casa sosegada,el_autor_es_del_pais,Nicaragua
De cosas inolvidables,el_autor_es_del_pais,Nicaragua
El primer Congreso de Escritores Centroamericanos,el_autor_es_del_pais,Nicaragua
El segundo Congreso de Escritores Centroamericanos,el_autor_es_del_pais,Nicaragua
El tercer Congreso de Escritores Centroamericanos,el_autor_es_del_pais,Nicaragua
La revolución liberal constitucionalista de 1926,el_autor_es_del_pais,Nicaragua
Las delicias de Estelí,el_autor_es_del_pais,Nicaragua
Las Naciones Unidas,el_autor_es_del_pais,Nicaragua
Los grandes ignorados ...,el_autor_es_del_pais,Nicaragua
El río nuestro,el_autor_es_del_pais,Nicaragua
Evolución del derecho internacional público ...,el_autor_es_del_pais,Nicaragua
Adolfo Calero-Orozco en la narrativa nicaragüense,el_autor_es_del_pais,Nicaragua
Catálogo-Archivo Rubén Darío,el_autor_es_del_pais,Nicaragua
Cinco escritores y su Madrid,el_autor_es_del_pais,Nicaragua
El teatro de ON̕eill,el_autor_es_del_pais,Nicaragua
Eugenio Florit y su poesía,el_autor_es_del_pais,Nicaragua
Segovia - Visita,el_autor_es_del_pais,Nicaragua
Santa Teresa de Lisieux,el_autor_es_del_pais,Nicaragua
El Monasterio de Santa Maria de El Paular,el_autor_es_del_pais,Nicaragua
Por un poco más de luz,el_autor_es_del_pais,Nicaragua
Antología poética,el_autor_es_del_pais,Nicaragua
Antologia Poetica (Poetas Argentinos Contemporaneos (Fondo Nacional de Las Arte),el_autor_es_del_pais,Nicaragua
Cendra,el_autor_es_del_pais,Nicaragua
Darío y Rojas,el_autor_es_del_pais,Nicaragua
La casa del ahorcado,el_autor_es_del_pais,Nicaragua
Los gatos de la Acrópolis,el_autor_es_del_pais,Nicaragua
Música de la víctima y otros poemas,el_autor_es_del_pais,Nicaragua
Ricardo Rojas,el_autor_es_del_pais,Nicaragua
Sarmiento poeta,el_autor_es_del_pais,Nicaragua
Seis Poetas Griegos,el_autor_es_del_pais,Nicaragua
Alaska,el_autor_es_del_pais,Nicaragua
Colectánea,el_autor_es_del_pais,Nicaragua
Mandala,el_autor_es_del_pais,Nicaragua
Niebla en las sierras,el_autor_es_del_pais,Nicaragua
Ave sin nido,el_autor_es_del_pais,Nicaragua
"Los aborígenes de la región centro-norte de Venezuela, (1550-1600)",el_autor_es_del_pais,Nicaragua
Recetario indígena de la Sierra Norte de Puebla,el_autor_es_del_pais,Nicaragua
Quaderno de Mérida,el_autor_es_del_pais,Nicaragua
Caracas en varios tiempos,el_autor_es_del_pais,Nicaragua
"Kari'ñas, caribes ante el siglo XXI",el_autor_es_del_pais,Nicaragua
Huellas de la Virgen María en Venezuela,el_autor_es_del_pais,Nicaragua
Lectura de Azul--,el_autor_es_del_pais,Nicaragua
Modernidad y modernismo,el_autor_es_del_pais,Nicaragua
Poetas valencianos del 90,el_autor_es_del_pais,Nicaragua
Manual del escritor de relatos breves,el_autor_es_del_pais,Nicaragua
Paraíso terrenal,el_autor_es_del_pais,Nicaragua
Rubén Darío en Nueva York,el_autor_es_del_pais,Nicaragua
Paraíso terrenal,el_autor_es_del_pais,Nicaragua
"El teatro chileno contemporáneo, 1941-1973",el_autor_es_del_pais,Nicaragua
Historia de la literatura hispanoamericana,el_autor_es_del_pais,Nicaragua
La poesía hispanoamericana en el siglo XX,el_autor_es_del_pais,Nicaragua
La poesía hispanoamericana (hasta final del modernismo),el_autor_es_del_pais,Nicaragua
Los géneros ensayísticos hispanoamericanos,el_autor_es_del_pais,Nicaragua
Rubén Darío,el_autor_es_del_pais,Nicaragua
Breve historia de la Iglesia en Nicaragua (1523-1979),el_autor_es_del_pais,Nicaragua
Silva de breve ficción,el_autor_es_del_pais,Nicaragua
La entrega de los dones,el_autor_es_del_pais,Nicaragua
Panorama de la literatura nicaragüense,el_autor_es_del_pais,Nicaragua
Granada,el_autor_es_del_pais,Nicaragua
Emilio Benard Doudé (1840-1879) y su época,el_autor_es_del_pais,Nicaragua
Historia de la pintura nicaragüense,el_autor_es_del_pais,Nicaragua
Cuentistas de Nicaragua,el_autor_es_del_pais,Nicaragua
Rubén Darío en la academia,el_autor_es_del_pais,Nicaragua
Un siglo de teatro en Nicaragua,el_autor_es_del_pais,Nicaragua
General Fernando Chamorro Alfaro,el_autor_es_del_pais,Nicaragua
Granada de Nicaragua,el_autor_es_del_pais,Nicaragua
Literatura nicaragüense,el_autor_es_del_pais,Nicaragua
La isla-santuario de Zapatera y sus estatuas con alter ego,el_autor_es_del_pais,Nicaragua
Historia de la Universidad de Léon,el_autor_es_del_pais,Nicaragua
Azul-- de Rubén Darío,el_autor_es_del_pais,Nicaragua
Don Vicente Quadra,el_autor_es_del_pais,Nicaragua
Nicaragua en el siglo XIX,el_autor_es_del_pais,Nicaragua
El beisbol en Nicaragua,el_autor_es_del_pais,Nicaragua
La estrella perdida,el_autor_es_del_pais,Nicaragua
Una laica apostólica,el_autor_es_del_pais,Nicaragua
Diccionario de escritores centroamericanos,el_autor_es_del_pais,Nicaragua
Historia básica de Nicaragua,el_autor_es_del_pais,Nicaragua
Aventura y genio de Salomón de la Selva,el_autor_es_del_pais,Nicaragua
"Reseña histórica de la Universidad de León, Nicaragua",el_autor_es_del_pais,Nicaragua
La poesía nica en 166 antologías (1878-2012),el_autor_es_del_pais,Nicaragua
Timbucos y calandracas,el_autor_es_del_pais,Nicaragua
"Historias nicaragüenses, 1969-73",el_autor_es_del_pais,Nicaragua
Lecciones de Sandino,el_autor_es_del_pais,Nicaragua
