Obra,Relación,Editorial
69 Haiku Ineditos,fue_publicado_por,CreateSpace Independent Publishing Platform
Zapata,fue_publicado_por,Editorial Diana
José Angel Valente,fue_publicado_por,Fundación Telefónica
"Carta athenagorica de la madre Juana Ynes de la Cruz religiosa profesa de velo, y choro en el muy religioso Convento de San Geronimo de la ciudad de Mexico ... Trinidad de la Puebla de los Angeles",fue_publicado_por,Centro de Estudios de Historia de Mexico Condumex
La Culpa,fue_publicado_por,Costa-Amic Editores
Genio y Figura de Victoria Ocampo (Colección Genio y Figura),fue_publicado_por,Eudeba
Nueve del treinta,fue_publicado_por,Ediciones Sin Nombre
Estudios de literatura cubana,fue_publicado_por,Editorial Letras Cubanas
Cuerpos y ofrendas,fue_publicado_por,Alianza Editorial
Trozos de castellano,fue_publicado_por,H. Holt and company
"Ensayo biografico del maestro Lucas Fernandez, 1474?-1542",fue_publicado_por,"Imp. de la Rev. de Arch., Bibl. y Museos"
Masculino feminino a final de milenio,fue_publicado_por,Díler
Privilegios escandalosos en la distribución de las cuotas del azúcar,fue_publicado_por,"Editorial ""Hermes"""
El mundo que tú eres,fue_publicado_por,Imprenta universitaria
[Obras espirituales de Fray Luis de Granada],fue_publicado_por,Por Antonio Lacavalleria
Los Estados Unidos en el derrocamiento de Trujillo,fue_publicado_por,[s.n.]
Antologia de la prosa en Mexico,fue_publicado_por,Ediciones Botas
El ojo del arúspice,fue_publicado_por,Luna Cabeza Caliente
Breve historia del cuento mexicano,fue_publicado_por,Centro de Ciencias del Lenguaje
Pablo Picasso,fue_publicado_por,Electa
La turbulenta historia del Kapitalismo,fue_publicado_por,Random House Mondadori
El hipogeo secreto,fue_publicado_por,Joaqui n Morti z
"Cronistas, historiadores y biógrafos del estado de Campeche",fue_publicado_por,H. Ayuntamiento de Hecelchakán
"Historia de la educación en Oaxaca, 1825-1940",fue_publicado_por,"Instituto de Investigaciones Sociológicas, UABJO"
Canek,fue_publicado_por,Departamento editorial del Ministerio de cultura
El arpa y la sombra,fue_publicado_por,Alianza Editorial
Me lo contó el Ozama,fue_publicado_por,Casa de Teatro
"Enrique C. Rébsamen, ""Quetzalcóatl' de la educación",fue_publicado_por,"[Secretaría de Educación Pública, Subsecretaría de Asuntos Culturales]"
Islas y otros continentes,fue_publicado_por,Editorial Letras Cubanas
Inocencia robada,fue_publicado_por,Municipio de Aguascalientes
Requiem,fue_publicado_por,IM-Insel
Poesía y prosa de Renato Leduc,fue_publicado_por,Editorial Diana
Rubén Darío,fue_publicado_por,Panamericana Editorial
Ojos de perro azul,fue_publicado_por,Kiepenheuer & Witsch
"Pedro Blanco, el negrero",fue_publicado_por,Coleccion Austral
Herenio,fue_publicado_por,"Tip. de la ""Revista de Archivos"""
Escritos juveniles,fue_publicado_por,"Facultad de Filosofía y Letras, Universidad Autónoma de Nuevo León"
Pollo con ciruelas,fue_publicado_por,Random House Inc.
José Martí,fue_publicado_por,Júcar
Los Monstruos De La Niebla,fue_publicado_por,Grupo Anaya Comercial
El krausismo español,fue_publicado_por,Fondo de Cultura Económica
El libro de la muerte,fue_publicado_por,Waterfront Press
Rebellion der Gehenkten,fue_publicado_por,Diogenes
Cibao,fue_publicado_por,Biblioteca Nacional
Génesis,fue_publicado_por,Ed. Libros de México
Etymologiae,fue_publicado_por,Johann Mentelin
La intuición trascendente,fue_publicado_por,Ateneo Insular Internacional
La tragedia del hombre,fue_publicado_por,Estados Unidos Mexicanos
Todo Caliban,fue_publicado_por,Clacso
Soltando amarras,fue_publicado_por,Visor
Miscelánea,fue_publicado_por,Galaxia Gutenberg
Extractos del curso de Ortega sobre Galileo (1933),fue_publicado_por,Editorial de la Universitat Politècnica de València
Los cuentos de Juan Bobo,fue_publicado_por,Ediciones Huracán
Poemas de amor,fue_publicado_por,Joaquín Mortiz
Homenaje a Juan García Ponce,fue_publicado_por,Gobierno del Estado
"Anfora sedienta, poemas",fue_publicado_por,"M.L. Sánchez, sucs."
Antropología en sentido pragmático,fue_publicado_por,Revista de occidente
Martí lector,fue_publicado_por,Editorial Dos Ríos
No sé quién soy,fue_publicado_por,[Gonzalez-Casanova (pr.)]
Poems,fue_publicado_por,Libros de Fausto
Selección de poemas,fue_publicado_por,Castalia
"Españoles de tres mundos: Viejo mundo, nueno mundo, otro mundo",fue_publicado_por,Aquilar
Obediencia de la madera,fue_publicado_por,Editorial Letras Cubanas
Ensayos japoneses,fue_publicado_por,Editorial Cultura
Obras escogidas,fue_publicado_por,Ediciones de la Fundación Corripio
Tratado de sociología,fue_publicado_por,Impr. de Bailly-Bailliere é hijos
José Martí,fue_publicado_por,Archivo Nacional de Cuba
La música va a otra parte,fue_publicado_por,El Colegio de Jalisco
Der Schatz der Sierra Madre,fue_publicado_por,"Books on Tape, Inc."
Yerma,fue_publicado_por,Alianza Editorial
Macario,fue_publicado_por,Selector Actualidad Editorial
Ojos de los enterrados,fue_publicado_por,Cape
La resaca,fue_publicado_por,Biblioteca de Autores Puertorriqueños
Prosas,fue_publicado_por,Editorial Losada
Los agachados,fue_publicado_por,Editorial Posada
Taller de invenciones,fue_publicado_por,Editorial Cultural
"Miguel N. Lira, el poeta y el hombre",fue_publicado_por,Editorial Jus
Mi hermanita Magdalena,fue_publicado_por,Ediciones Castillo
"Cuadrivio: Darío, López Velarde, Pessoa, Cernuda",fue_publicado_por,J. Mortiz
Cien años de soledad,fue_publicado_por,FISCHER Taschenbuch
FILOSOFIA PARA PRINCIPIANTES,fue_publicado_por,Grijalbo
Como acercarse a la poesia / How to Approach Poetry,fue_publicado_por,Editorial Limusa S.A. De C.V.
Las delicias de una curiosa seducción,fue_publicado_por,Ediciones Holguín
Escritores viajeros,fue_publicado_por,Universidad Autónoma de Nuevo León
Verso y glosa,fue_publicado_por,Pre-Textos
"El Ensayo político latinoamericano en la formación nacional / introducción, compilación y notas de Raymundo Ramos ; investigación histórica, Frida Varina",fue_publicado_por,Instituto de Capacitación Política
Los signos en rotación,fue_publicado_por,Alianza Editorial
Política y derecho,fue_publicado_por,García de Vercher
Viaje al amanecer,fue_publicado_por,Editorial Losada
Intimidad de la madera,fue_publicado_por,Letras Cubanas
Sentimental,fue_publicado_por,Talleres Graficos de Herrero Hermanos Sucs.
Boti y Guillén,fue_publicado_por,Ediciones Unión
"La Paz, semblanza histórica de una ciudad y su gente",fue_publicado_por,"Secretaría de Cultura y Turismo, Dirección General de Cultura, Departamento de Publicaciones"
Los hombres que dispersó la danza,fue_publicado_por,Impr. Universitaria
Contemporaneos,fue_publicado_por,Herrero
Sonidos Bajo el Agua,fue_publicado_por,Independently Published
Traité de l'amour de Dieu,fue_publicado_por,Tan Books & Publishers
Viaje a Nicaragua,fue_publicado_por,Editorial Letras Cubanas
Testamento en la montan a,fue_publicado_por,Editorial Planeta
Biobibliografía general de don José María Vigil,fue_publicado_por,Universidad Nacional Autónoma de México
The Bridge in the Jungle,fue_publicado_por,"Fondo de Cultura Economica, Mexico"
Cuentos del general,fue_publicado_por,Editorial Porrúa
La querella de México ; A orillas del Hudson,fue_publicado_por,Asociación Nacional de Libreros
"De cementerios, varones y tumbas",fue_publicado_por,Ediciones de Cultura
Vigencia y actualidad de Rubén Dario,fue_publicado_por,HISPAMER
Cuba,fue_publicado_por,Athena Books
"Antonio José de Irisarri, diplomático de América: su actuación en los Estados Unidos",fue_publicado_por,Universidad de San Carlos de Guatemala
Un paseo por el paraíso,fue_publicado_por,Poder Legislativo del Estado de Quintana Roo
Contemporáneos,fue_publicado_por,Unión de Escritores y Artistas de Cuba
Impacto e implicaciones constitucionales de la globalización en el sistema jurídico mexicano,fue_publicado_por,Universidad Nacional Autónoma de México
No,fue_publicado_por,Ayuntamiento de Segorbe
Escritores de Nuevo León,fue_publicado_por,Universidad Autónoma de Nuevo León
La huella imborrable,fue_publicado_por,"EUNED, Editorial Universidad Estatal a Distancia"
Fuita i martiri de Sant Andreu Milà,fue_publicado_por,Moll
Libro de Luis Ernesto,fue_publicado_por,[s.n.]
Poems,fue_publicado_por,"Ministerio de Educación Pública. Departmento de Extensión Cultural y Bibliotecas, Sección de Publicaciones"
Cuando los pájaros danzan,fue_publicado_por,Casa Oaxaqueña de Cultura
Cuentos,fue_publicado_por,Comisión Permanente de la Feria del Libro
El primer libro de las crónicas,fue_publicado_por,"Editorial ""Mundo latino"""
Homenaje a Julio Cortázar,fue_publicado_por,Las Américas
Como Nacio El Arco Iris / How the Rainbow Came to Be (Cuentos Para Todo El Ano / Stories the Year 'round),fue_publicado_por,Santillana USA Publishing Company
Tras la sombra del silencio,fue_publicado_por,Alta Pimería Pro Arte y Cultura
La Nina y La Estrella (Gongoli),fue_publicado_por,Tandem Library
Seis mujeres poetas,fue_publicado_por,"Editora Universitaria, UASD"
Los puentes abiertos,fue_publicado_por,Ediciones Vigía
Cuento mexicano del siglo XX,fue_publicado_por,"Coordinación de Difusión Cultural, Dirección de Literatura/UNAM"
La secreta amistad de Juana y Dorotea,fue_publicado_por,Frente de Afirmación Hispanista
Buenaventura Báez,fue_publicado_por,"Distribuye, Fondo Editorial, C por A"
Tijuana la horrible,fue_publicado_por,Colegio de la Frontera Norte
Inglés - Gramática Fácil,fue_publicado_por,"De Vecchi, Editorial, S.A."
Prójimos,fue_publicado_por,s.n.
Poemas,fue_publicado_por,Ediciones de la Isla de Siltolá
Horacio Zúñiga,fue_publicado_por,Instituto Mexiquense de Cultura
Experiencia Literaria,fue_publicado_por,Fondo De Cultura Economica
El vendedor de libros,fue_publicado_por,"Dirección de Publicaciones e Impresos, Consejo Nacional para la Cultura y el Arte"
Antes que anochezca,fue_publicado_por,Tusquets
El oscuro rito de la luz,fue_publicado_por,Taller
Las variaciones de la escritura,fue_publicado_por,"UAEM, Universidad Autónoma del Estado de México"
El mito de dos volcanes,fue_publicado_por,Editorial Rm
Los católicos rebeldes en Puerto Rico durante el período de la guerra fría,fue_publicado_por,Publicaciones Gaviota
Prosas,fue_publicado_por,Editorial Letras Cubanas
Yemaya y Ochún,fue_publicado_por,[s.n.]
Nicolás Heredia,fue_publicado_por,Editora Política
El mundo alucinante,fue_publicado_por,Brand: Catedra
La intervención francesa y el triunfo de la República,fue_publicado_por,Fondo de Cultura Económica
Breviario literario de Joaquín García Monge,fue_publicado_por,Editorial Costa Rica
Teatro de luna,fue_publicado_por,Ediciones Gallo Galante
Tony Guiteras,fue_publicado_por,Planeta Publishing
Autobiografia Precoz,fue_publicado_por,Oceano De Mexico
Desarrollo sostenible de la zona costera del caribe colombiano,fue_publicado_por,"IDEA, Universidad Nacional"
"Pensamiento, ideas, mitos y realidades",fue_publicado_por,Editorial Científico-Técnica
Los Estados Unidos y Trujillo--año 1945,fue_publicado_por,Fundación Cultural Dominicana
Discurso para la apertura de las clases en la Universidad de S. Carlos de Guatemala,fue_publicado_por,Impr. de la Paz
"El naranjo, o, Los Círculos del tiempo",fue_publicado_por,Alfaguara Literaturas
"Los seis libros de la retórica eclesiástica, o, Método de predicar",fue_publicado_por,Ayuntamiento de Calahorra
Antología de letras románticas en Jalisco siglo XIX,fue_publicado_por,Editorial Conexión Gráfica
Cochabamba,fue_publicado_por,Centro de Estudios & Proyectos
En el mundo de los mundos,fue_publicado_por,Traspiés
Un asombro de ríos verticales,fue_publicado_por,Dirección General de la Feria del Libro
El diario que a diario,fue_publicado_por,Unión de Escritores y Artistas de Cuba
Introducción a los vasos órficos,fue_publicado_por,Barral Editores
Teoría de Andalucía,fue_publicado_por,Revista de occidente
Ideas y observaciones,fue_publicado_por,C. García
Shaw en el mundo hispánico,fue_publicado_por,"Editorial Universitaria, Universidad de Puerto Rico"
Medalla de Honor Belisario Domínguez del Senado de la República,fue_publicado_por,Secretaría de Relaciones Exteriores
"Revista cubana: PERIODICO de Ciencias, Filosofia, Literatura y Bellas Artes",fue_publicado_por,Director Enrique JoséVarona
Piedra pulida,fue_publicado_por,Editorial Letras Cubanas
Tala,fue_publicado_por,Sibilina
Historia de la arquitectura mexicana,fue_publicado_por,"Centro Universitario de Arte, Arquitectura y Diseño"
"Talleres, trajes y danzas tradicionales de Guatemala",fue_publicado_por,"Editorial Universitaria, Universidad de San Carlos de Guatemala"
Así habla la delincuencia y otros más--,fue_publicado_por,Editorial Porrúa
Las neurosis de los hombres celebres en la historia argentina,fue_publicado_por,M. Biedma
Arquitectura bioclimática,fue_publicado_por,Colegio Oficial de Arquitectos de Galicia
Plumas de Afrodita,fue_publicado_por,Editorial San Marcos
Historia de la literatura hispanoamericana,fue_publicado_por,Guadiana
José Clemente Orozco,fue_publicado_por,Editorial Losada
La familia de mi padre,fue_publicado_por,Mondadori
Luz ya sueño,fue_publicado_por,Ediciones Vigía
Rosario Castellanos,fue_publicado_por,"Departamento Editorial, Secretaría de la Presidencia"
A dos manos,fue_publicado_por,distribuido por Ediciones Vitral
Fernando de Castro y el problema religioso de su tiempo,fue_publicado_por,Fundación Universitaria Española
"Correspondencia diplomática franco-mexicana, 1808-1839",fue_publicado_por,Colegio de México
Antología personal,fue_publicado_por,Universidad Veracruzana
Brincando por la vida,fue_publicado_por,M.E.Pérez
El humanismo del Dr. de la Maza,fue_publicado_por,Academia de Historia Potosina
La montaña,fue_publicado_por,Parramón
"La pluma, la piel, la memoria",fue_publicado_por,Universidad Autónoma de Nuevo León
Costumbres y Tradiciones de Puerto Rico,fue_publicado_por,CreateSpace Independent Publishing Platform
El secreto de Machu Picchu,fue_publicado_por,"UAP, Universidad Alas Peruanas"
Poems,fue_publicado_por,Corregidor
Oyanca,fue_publicado_por,[s.n.]
"La Provincia de Tegucigalpa bajo el gobierno de Mallol, 1817-1821",fue_publicado_por,"EDUCA, Editorial Universitaria Centro Americana"
"CÓDIGO PROCESAL CIVIL Y COMERCIAL DE LA NACIÓN Y NORMAS COMPLEMENTARIAS. Comentado, concordado y anotado con jurisprudencia.",fue_publicado_por,Depalma
Frontera norte,fue_publicado_por,Universidad de Sonora
Mujeres mexicanas en la escritura,fue_publicado_por,Ediciones Eón
De la filosofía,fue_publicado_por,"Universidad Nacional Autónoma de México, Coordinación de Humanidades"
El general en su laberinto,fue_publicado_por,Editorial Diana
Juan Y Sus Zapatos,fue_publicado_por,Fondo de Cultura Economica USA
Ningún sitio que sea mío,fue_publicado_por,CONACULTA·INBA
LOS VENCEDORES DE NEGRIN,fue_publicado_por,ROCA
Carlos Gardel,fue_publicado_por,Centro Editor de América Latina
Guerra En El Paraiso,fue_publicado_por,Tropea
"Alfonso Rumazo González, maestro de América",fue_publicado_por,"Ministerio de Relaciones Exteriores del Ecuador, Dirección General de Promoción Cultural"
The Widow's Kiss,fue_publicado_por,Transworld Publishers Limited
Un siglo de poesía belga,fue_publicado_por,"Editions ""Labor"""
Ocho notas sobre Aníbal Ponce,fue_publicado_por,Cuadernos de Cultura
La expresión americana,fue_publicado_por,Alianza Editorial
Con la muerte en los puños,fue_publicado_por,"Aguilar, Altea, Taurus, Alfaguara"
La expresión nacional,fue_publicado_por,Imprenta Universitaria
Charles Atlas también muere ; De tropeles y tropelías y otros cuentos,fue_publicado_por,Editorial Nueva América
Entre dos mundos,fue_publicado_por,Beatriz Viterbo Editora
Demerol,fue_publicado_por,Editorial RM
El poder legislativo en el Estado de México,fue_publicado_por,Instituto Electoral del Estado de México
El asesinato de Madero,fue_publicado_por,Partido Revolucionario Institucional
